codigoDistrito,provincia,canton,distrito,nombre_actual,sugerencia,correccion_final,clasificacion,evidencia
50102,Guanacaste,Liberia,Cañas Dulces,Sitio Muo Nuevo,Sitio Mundo Nuevo,Sitio Mundo Nuevo,REQUIERE_REVISION,"MUO->MUNDO solo por vocabulario INEC, sin par confirmado"
50309,Guanacaste,Santa Cruz,Tamarindo,Calle Refuores,Calle Refundores,Calle Refundores,REQUIERE_REVISION,"REFUORES->REFUNDORES solo por vocabulario INEC, sin par confirmado"
50309,Guanacaste,Santa Cruz,Tamarindo,Cristal Sas,Cristal Sands,Cristal Sands,REQUIERE_REVISION,"SAS->SANDS solo por vocabulario INEC, sin par confirmado"
50906,Guanacaste,Nandayure,Bejuco,Caelillo,Candelillo,Candelillo,REQUIERE_REVISION,"CAELILLO->CANDELILLO solo por vocabulario INEC, sin par confirmado"
51003,Guanacaste,La Cruz,La Garita,Aes,Andes,Andes,REQUIERE_REVISION,"AES->ANDES solo por vocabulario INEC, sin par confirmado"
51104,Guanacaste,Hojancha,Huacas,Preas,Prendas,Prendas,REQUIERE_REVISION,"PREAS->PRENDAS solo por vocabulario INEC, sin par confirmado"
60802,Puntarenas,Coto Brus,Sabalito,Piedra de Caela,Piedra de Candela,Piedra de Candela,REQUIERE_REVISION,"CAELA->CANDELA solo por vocabulario INEC, sin par confirmado"
61004,Puntarenas,Corredores,Laurel,Río Inceio,Río Incendio,Río Incendio,REQUIERE_REVISION,"INCEIO->INCENDIO solo por vocabulario INEC, sin par confirmado"
70104,Limón,Limón,Matama,Doonia,Dondonia,Dondonia,REQUIERE_REVISION,"DOONIA->DONDONIA solo por vocabulario INEC, sin par confirmado"
70503,Limón,Matina,Carrandí,Carraí,Carrandí,Carrandí,REQUIERE_REVISION,"CARRAI->CARRANDI solo por vocabulario INEC, sin par confirmado"
10111,San José,San José,San Sebastián,Zorobarú,,,NO_CORREGIR,antes se proponia 'ZONDROBARU' por trigramas; sin par confirmado ni evidencia oficial
10203,San José,Escazú,San Rafael,Eukoloft,,,NO_CORREGIR,antes se proponia 'ENDUKOLOFT' por trigramas; sin par confirmado ni evidencia oficial
10203,San José,Escazú,San Rafael,Zafira,,,NO_CORREGIR,antes se proponia 'ZAFINDRA' por trigramas; sin par confirmado ni evidencia oficial
10301,San José,Desamparados,Desamparados,Palograe,,,NO_CORREGIR,antes se proponia 'PALOGRANDE' por trigramas; sin par confirmado ni evidencia oficial
10302,San José,Desamparados,San Miguel,Damas Israelitas,,,NO_CORREGIR,antes se proponia 'DAMAS ISRANDELITAS' por trigramas; sin par confirmado ni evidencia oficial
10305,San José,Desamparados,San Antonio,Rotoas,,,NO_CORREGIR,antes se proponia 'ROTONDAS' por trigramas; sin par confirmado ni evidencia oficial
10603,San José,Aserrí,Vuelta de Jorco,Salveal,,,NO_CORREGIR,antes se proponia 'SALVENDAL' por trigramas; sin par confirmado ni evidencia oficial
10901,San José,Santa Ana,Santa Ana,Valle Soleado,,,NO_CORREGIR,antes se proponia 'VALLE SOLENDADO' por trigramas; sin par confirmado ni evidencia oficial
10903,San José,Santa Ana,Pozos,Sirivanna,,,NO_CORREGIR,antes se proponia 'SINDRIVANNA' por trigramas; sin par confirmado ni evidencia oficial
11105,San José,Vázquez de Coronado,Cascajal,Sitio Coe,,,NO_CORREGIR,antes se proponia 'SITIO CONDE' por trigramas; sin par confirmado ni evidencia oficial
11501,San José,Montes de Oca,San Pedro,Kezia,,,NO_CORREGIR,antes se proponia 'KEZINDA' por trigramas; sin par confirmado ni evidencia oficial
11501,San José,Montes de Oca,San Pedro,Torreón,,,NO_CORREGIR,antes se proponia 'TORRENDON' por trigramas; sin par confirmado ni evidencia oficial
11502,San José,Montes de Oca,Sabanilla,Mliaga,,,NO_CORREGIR,antes se proponia 'MLINDAGA' por trigramas; sin par confirmado ni evidencia oficial
11701,San José,Dota,Santa María,Sukia,,,NO_CORREGIR,antes se proponia 'SUKINDA' por trigramas; sin par confirmado ni evidencia oficial
11801,San José,Curridabat,Curridabat,UACA,,,NO_CORREGIR,antes se proponia 'UNDACA' por trigramas; sin par confirmado ni evidencia oficial
11803,San José,Curridabat,Sánchez,Coutec,,,NO_CORREGIR,antes se proponia 'CONDUTEC' por trigramas; sin par confirmado ni evidencia oficial
20102,Alajuela,Alajuela,San José,Ciiruelas,,,NO_CORREGIR,antes se proponia 'CINDIRUELAS' por trigramas; sin par confirmado ni evidencia oficial
20105,Alajuela,Alajuela,Guácima,Los Maestros,,,NO_CORREGIR,antes se proponia 'LOS MANDESTROS' por trigramas; sin par confirmado ni evidencia oficial
20204,Alajuela,San Ramón,Piedades Norte,Piedades Noroeste,,,NO_CORREGIR,antes se proponia 'PIEDADES NORONDESTE' por trigramas; sin par confirmado ni evidencia oficial
20503,Alajuela,Atenas,Mercedes,Callao,,,NO_CORREGIR,antes se proponia 'CALLANDO' por trigramas; sin par confirmado ni evidencia oficial
20507,Alajuela,Atenas,Santa Eulalia,Finca La Troica,,,NO_CORREGIR,antes se proponia 'FINCA LA TRONDICA' por trigramas; sin par confirmado ni evidencia oficial
20601,Alajuela,Naranjo,Naranjo,Zaida,,,NO_CORREGIR,antes se proponia 'ZANDIDA' por trigramas; sin par confirmado ni evidencia oficial
20702,Alajuela,Palmares,Zaragoza,Siglo Ventiuno,,,NO_CORREGIR,antes se proponia 'SIGLO VENTINDUNO' por trigramas; sin par confirmado ni evidencia oficial
21001,Alajuela,San Carlos,Quesada,La Leila,,,NO_CORREGIR,antes se proponia 'LA LENDILA' por trigramas; sin par confirmado ni evidencia oficial
21007,Alajuela,San Carlos,La Fortuna,Eco Quintas Gaia,,,NO_CORREGIR,antes se proponia 'ECO QUINTAS GANDIA' por trigramas; sin par confirmado ni evidencia oficial
21201,Alajuela,Sarchí,Sarchí Norte,Bajo Raimuo,,,NO_CORREGIR,antes se proponia 'BAJO RAIMUNDO' por trigramas; sin par confirmado ni evidencia oficial
21403,Alajuela,Los Chiles,El Amparo,IER La Trinidad,,,NO_CORREGIR,antes se proponia 'INDER LA TRINIDAD' por trigramas; sin par confirmado ni evidencia oficial
30109,Cartago,Cartago,Dulce Nombre,Villa Nuova,,,NO_CORREGIR,antes se proponia 'VILLA NUNDOVA' por trigramas; sin par confirmado ni evidencia oficial
30201,Cartago,Paraíso,Paraíso,Veintiocho de Diciemnre,,,NO_CORREGIR,antes se proponia 'VEINTINDOCHO DE DICIEMNRE' por trigramas; sin par confirmado ni evidencia oficial
30202,Cartago,Paraíso,Santiago,Veintiuno de Noviembre,,,NO_CORREGIR,antes se proponia 'VEINTINDUNO DE NOVIEMBRE' por trigramas; sin par confirmado ni evidencia oficial
30205,Cartago,Paraíso,Llanos de Santa Lucía,Dieciseis de Abril,,,NO_CORREGIR,antes se proponia 'DINDECISEIS DE ABRIL' por trigramas; sin par confirmado ni evidencia oficial
30304,Cartago,La Unión,San Rafael,Entebee,,,NO_CORREGIR,antes se proponia 'ENTEBENDE' por trigramas; sin par confirmado ni evidencia oficial
30402,Cartago,Jiménez,Tucurrique,Volcoa,,,NO_CORREGIR,antes se proponia 'VOLCONDA' por trigramas; sin par confirmado ni evidencia oficial
30403,Cartago,Jiménez,Pejibaye,Yolaa,,,NO_CORREGIR,antes se proponia 'YOLANDA' por trigramas; sin par confirmado ni evidencia oficial
30502,Cartago,Turrialba,La Suiza,Balalaica,,,NO_CORREGIR,antes se proponia 'BALALANDICA' por trigramas; sin par confirmado ni evidencia oficial
30512,Cartago,Turrialba,Chirripó,Blijuriñak,,,NO_CORREGIR,antes se proponia 'BLIJUNDRINAK' por trigramas; sin par confirmado ni evidencia oficial
30512,Cartago,Turrialba,Chirripó,Jaktain,,,NO_CORREGIR,antes se proponia 'JAKTANDIN' por trigramas; sin par confirmado ni evidencia oficial
30512,Cartago,Turrialba,Chirripó,Juitö,,,NO_CORREGIR,antes se proponia 'JUNDITO' por trigramas; sin par confirmado ni evidencia oficial
30512,Cartago,Turrialba,Chirripó,Karko,,,NO_CORREGIR,antes se proponia 'KARKNDO' por trigramas; sin par confirmado ni evidencia oficial
30512,Cartago,Turrialba,Chirripó,Ksariñak,,,NO_CORREGIR,antes se proponia 'KSANDRINAK' por trigramas; sin par confirmado ni evidencia oficial
30512,Cartago,Turrialba,Chirripó,Sëlikö,,,NO_CORREGIR,antes se proponia 'SELINDKO' por trigramas; sin par confirmado ni evidencia oficial
30801,Cartago,El Guarco,El Tejar,Valle Ilios,,,NO_CORREGIR,antes se proponia 'VALLE ILINDOS' por trigramas; sin par confirmado ni evidencia oficial
40403,Heredia,Santa Bárbara,San Juan,Tiofilia,,,NO_CORREGIR,antes se proponia 'TINDOFILIA' por trigramas; sin par confirmado ni evidencia oficial
40504,Heredia,San Rafael,Ángeles,Tirol,,,NO_CORREGIR,antes se proponia 'TINDROL' por trigramas; sin par confirmado ni evidencia oficial
40505,Heredia,San Rafael,Concepción,La Tilapia,,,NO_CORREGIR,antes se proponia 'LA TILAPINDA' por trigramas; sin par confirmado ni evidencia oficial
40802,Heredia,Flores,Barrantes,Naos,,,NO_CORREGIR,antes se proponia 'NANDOS' por trigramas; sin par confirmado ni evidencia oficial
40803,Heredia,Flores,Llorente,Siglo Veintiuno,,,NO_CORREGIR,antes se proponia 'SIGLO VEINTINDUNO' por trigramas; sin par confirmado ni evidencia oficial
50101,Guanacaste,Liberia,Liberia,Sitio Pasquiel,,,NO_CORREGIR,antes se proponia 'SITIO PASQUINDEL' por trigramas; sin par confirmado ni evidencia oficial
50104,Guanacaste,Liberia,Nacascolo,Sitio El Guaitilar,,,NO_CORREGIR,antes se proponia 'SITIO EL GUANDITILAR' por trigramas; sin par confirmado ni evidencia oficial
50201,Guanacaste,Nicoya,Nicoya,Pilahoa,,,NO_CORREGIR,antes se proponia 'PILAHONDA' por trigramas; sin par confirmado ni evidencia oficial
50201,Guanacaste,Nicoya,Nicoya,Sitio Boqueado,,,NO_CORREGIR,antes se proponia 'SITIO BOQUENDADO' por trigramas; sin par confirmado ni evidencia oficial
50201,Guanacaste,Nicoya,Nicoya,Sitio Guio Llorona,,,NO_CORREGIR,antes se proponia 'SITIO GUINDO LLORONA' por trigramas; sin par confirmado ni evidencia oficial
50203,Guanacaste,Nicoya,San Antonio,Piave,,,NO_CORREGIR,antes se proponia 'PINDAVE' por trigramas; sin par confirmado ni evidencia oficial
50205,Guanacaste,Nicoya,Sámara,Costa Nicoa,,,NO_CORREGIR,antes se proponia 'COSTA NICONDA' por trigramas; sin par confirmado ni evidencia oficial
50205,Guanacaste,Nicoya,Sámara,Roads,,,NO_CORREGIR,antes se proponia 'RONDADS' por trigramas; sin par confirmado ni evidencia oficial
50205,Guanacaste,Nicoya,Sámara,Sámara Reefs,,,NO_CORREGIR,antes se proponia 'SAMARA RENDEFS' por trigramas; sin par confirmado ni evidencia oficial
50301,Guanacaste,Santa Cruz,Santa Cruz,Garúa,,,NO_CORREGIR,antes se proponia 'GARUNDA' por trigramas; sin par confirmado ni evidencia oficial
50301,Guanacaste,Santa Cruz,Santa Cruz,Sitio El Pao,,,NO_CORREGIR,antes se proponia 'SITIO EL PANDO' por trigramas; sin par confirmado ni evidencia oficial
50303,Guanacaste,Santa Cruz,Veintisiete de Abril,Cacaovano,,,NO_CORREGIR,antes se proponia 'CACANDOVANO' por trigramas; sin par confirmado ni evidencia oficial
50307,Guanacaste,Santa Cruz,Diriá,Duees,,,NO_CORREGIR,antes se proponia 'DUENDES' por trigramas; sin par confirmado ni evidencia oficial
50401,Guanacaste,Bagaces,Bagaces,Mariaonal,,,NO_CORREGIR,antes se proponia 'MARIANDONAL' por trigramas; sin par confirmado ni evidencia oficial
50401,Guanacaste,Bagaces,Bagaces,Redoel,,,NO_CORREGIR,antes se proponia 'REDONDEL' por trigramas; sin par confirmado ni evidencia oficial
50504,Guanacaste,Carrillo,Belén,Coopeavate,,,NO_CORREGIR,antes se proponia 'COOPENDAVATE' por trigramas; sin par confirmado ni evidencia oficial
50601,Guanacaste,Cañas,Cañas,Saial (Saillal),,,NO_CORREGIR,antes se proponia 'SANDIAL (SAILLAL)' por trigramas; sin par confirmado ni evidencia oficial
50704,Guanacaste,Abangares,Colorado,McKenzie,,,NO_CORREGIR,antes se proponia 'MCKENZINDE' por trigramas; sin par confirmado ni evidencia oficial
51001,Guanacaste,La Cruz,La Cruz,Sitio Bramadero del Duee,,,NO_CORREGIR,antes se proponia 'SITIO BRAMADERO DEL DUENDE' por trigramas; sin par confirmado ni evidencia oficial
51003,Guanacaste,La Cruz,La Garita,Sitio El Infierno,,,NO_CORREGIR,antes se proponia 'SITIO EL INFINDERNO' por trigramas; sin par confirmado ni evidencia oficial
60104,Puntarenas,Puntarenas,Lepanto,Cerro Pao,,,NO_CORREGIR,antes se proponia 'CERRO PANDO' por trigramas; sin par confirmado ni evidencia oficial
60108,Puntarenas,Puntarenas,Barranca,Hanoi,,,NO_CORREGIR,antes se proponia 'HANONDI' por trigramas; sin par confirmado ni evidencia oficial
60201,Puntarenas,Esparza,Espíritu Santo,Tanqueadero,,,NO_CORREGIR,antes se proponia 'TANQUENDADERO' por trigramas; sin par confirmado ni evidencia oficial
60203,Puntarenas,Esparza,Macacona,Mariaonal,,,NO_CORREGIR,antes se proponia 'MARIANDONAL' por trigramas; sin par confirmado ni evidencia oficial
60204,Puntarenas,Esparza,San Rafael,Beinat,,,NO_CORREGIR,antes se proponia 'BENDINAT' por trigramas; sin par confirmado ni evidencia oficial
60301,Puntarenas,Buenos Aires,Buenos Aires,Los Arauz,,,NO_CORREGIR,antes se proponia 'LOS ARANDUZ' por trigramas; sin par confirmado ni evidencia oficial
60301,Puntarenas,Buenos Aires,Buenos Aires,Sitio Sabana Ditsiri Suk,,,NO_CORREGIR,antes se proponia 'SITIO SABANA DITSINDRI SUK' por trigramas; sin par confirmado ni evidencia oficial
60301,Puntarenas,Buenos Aires,Buenos Aires,Sitio Sabana Jakyaka,,,NO_CORREGIR,antes se proponia 'SITIO SABANA JANDKYAKA' por trigramas; sin par confirmado ni evidencia oficial
60301,Puntarenas,Buenos Aires,Buenos Aires,Sitio Sabana Oka,,,NO_CORREGIR,antes se proponia 'SITIO SABANA OKNDA' por trigramas; sin par confirmado ni evidencia oficial
60301,Puntarenas,Buenos Aires,Buenos Aires,Sitio Sabanas Bekis (Ceibo),,,NO_CORREGIR,antes se proponia 'SITIO SABANAS BENDKIS (CEIBO)' por trigramas; sin par confirmado ni evidencia oficial
60301,Puntarenas,Buenos Aires,Buenos Aires,Yuavin,,,NO_CORREGIR,antes se proponia 'YUNDAVIN' por trigramas; sin par confirmado ni evidencia oficial
60303,Puntarenas,Buenos Aires,Potrero Grande,Sitio Abaonos Térraba,,,NO_CORREGIR,antes se proponia 'SITIO ABANDONOS TERRABA' por trigramas; sin par confirmado ni evidencia oficial
60304,Puntarenas,Buenos Aires,Boruca,Kuibín,,,NO_CORREGIR,antes se proponia 'KUNDIBIN' por trigramas; sin par confirmado ni evidencia oficial
60305,Puntarenas,Buenos Aires,Pilas,UPIAV 1,,,NO_CORREGIR,antes se proponia 'UPINDAV 1' por trigramas; sin par confirmado ni evidencia oficial
60310,Puntarenas,Buenos Aires,Cabagra,Bidyan,,,NO_CORREGIR,antes se proponia 'BIDYNDAN' por trigramas; sin par confirmado ni evidencia oficial
60310,Puntarenas,Buenos Aires,Cabagra,Konyöú,,,NO_CORREGIR,antes se proponia 'KONYONDU' por trigramas; sin par confirmado ni evidencia oficial
60403,Puntarenas,Montes de Oro,San Isidro,Tiocinto,,,NO_CORREGIR,antes se proponia 'TINDOCINTO' por trigramas; sin par confirmado ni evidencia oficial
60501,Puntarenas,Osa,Puerto Cortés,El Mariaonal,,,NO_CORREGIR,antes se proponia 'EL MARIANDONAL' por trigramas; sin par confirmado ni evidencia oficial
60502,Puntarenas,Osa,Palmar,Coobó (Progreso),,,NO_CORREGIR,antes se proponia 'CONDOBO (PROGRESO)' por trigramas; sin par confirmado ni evidencia oficial
60502,Puntarenas,Osa,Palmar,Wong,,,NO_CORREGIR,antes se proponia 'WNDONG' por trigramas; sin par confirmado ni evidencia oficial
60701,Puntarenas,Golfito,Golfito,Manuel Tucker Martínez,,,NO_CORREGIR,antes se proponia 'MANUEL TUCKNDER MARTINEZ' por trigramas; sin par confirmado ni evidencia oficial
60701,Puntarenas,Golfito,Golfito,Parroquial,,,NO_CORREGIR,antes se proponia 'PARROQUINDAL' por trigramas; sin par confirmado ni evidencia oficial
61301,Puntarenas,Puerto Jiménez,Puerto Jiménez,Coyua,,,NO_CORREGIR,antes se proponia 'COYUNDA' por trigramas; sin par confirmado ni evidencia oficial
70101,Limón,Limón,Limón,Bohío,,,NO_CORREGIR,antes se proponia 'BOHINDO' por trigramas; sin par confirmado ni evidencia oficial
70101,Limón,Limón,Limón,Japdeva,,,NO_CORREGIR,antes se proponia 'JANDPDEVA' por trigramas; sin par confirmado ni evidencia oficial
70101,Limón,Limón,Limón,Siglo Veintiuno,,,NO_CORREGIR,antes se proponia 'SIGLO VEINTINDUNO' por trigramas; sin par confirmado ni evidencia oficial
70102,Limón,Limón,Valle La Estrella,Bakche,,,NO_CORREGIR,antes se proponia 'BANDKCHE' por trigramas; sin par confirmado ni evidencia oficial
70102,Limón,Limón,Valle La Estrella,Bayei,,,NO_CORREGIR,antes se proponia 'BAYENDI' por trigramas; sin par confirmado ni evidencia oficial
70102,Limón,Limón,Valle La Estrella,Cwen de Alto Chirripó,,,NO_CORREGIR,antes se proponia 'CWNDEN DE ALTO CHIRRIPO' por trigramas; sin par confirmado ni evidencia oficial
70102,Limón,Limón,Valle La Estrella,Dusiriñak,,,NO_CORREGIR,antes se proponia 'DUSINDRINAK' por trigramas; sin par confirmado ni evidencia oficial
70102,Limón,Limón,Valle La Estrella,Jamari Täwä,,,NO_CORREGIR,antes se proponia 'JAMARI TAWNDA' por trigramas; sin par confirmado ni evidencia oficial
70102,Limón,Limón,Valle La Estrella,Järëi,,,NO_CORREGIR,antes se proponia 'JARENDI' por trigramas; sin par confirmado ni evidencia oficial
70102,Limón,Limón,Valle La Estrella,Koiyaba,,,NO_CORREGIR,antes se proponia 'KONDIYABA' por trigramas; sin par confirmado ni evidencia oficial
70102,Limón,Limón,Valle La Estrella,Ksarabata,,,NO_CORREGIR,antes se proponia 'KSANDRABATA' por trigramas; sin par confirmado ni evidencia oficial
70102,Limón,Limón,Valle La Estrella,Moi,,,NO_CORREGIR,antes se proponia 'MONDI' por trigramas; sin par confirmado ni evidencia oficial
70102,Limón,Limón,Valle La Estrella,Moi (San Vicente),,,NO_CORREGIR,antes se proponia 'MONDI (SAN VICENTE)' por trigramas; sin par confirmado ni evidencia oficial
70102,Limón,Limón,Valle La Estrella,Shikiari Täwä,,,NO_CORREGIR,antes se proponia 'SHIKIARI TAWNDA' por trigramas; sin par confirmado ni evidencia oficial
70102,Limón,Limón,Valle La Estrella,Tolok Kichá,,,NO_CORREGIR,antes se proponia 'TOLONDK KICHA' por trigramas; sin par confirmado ni evidencia oficial
70104,Limón,Limón,Matama,Bearesem,,,NO_CORREGIR,antes se proponia 'BENDARESEM' por trigramas; sin par confirmado ni evidencia oficial
70301,Limón,Siquirres,Siquirres,Yeka,,,NO_CORREGIR,antes se proponia 'YEKNDA' por trigramas; sin par confirmado ni evidencia oficial
70304,Limón,Siquirres,Germania,Mioro,,,NO_CORREGIR,antes se proponia 'MINDORO' por trigramas; sin par confirmado ni evidencia oficial
70304,Limón,Siquirres,Germania,Williamsburg,,,NO_CORREGIR,antes se proponia 'WILLINDAMSBURG' por trigramas; sin par confirmado ni evidencia oficial
70401,Limón,Talamanca,Bratsi,Fields,,,NO_CORREGIR,antes se proponia 'FINDELDS' por trigramas; sin par confirmado ni evidencia oficial
70401,Limón,Talamanca,Bratsi,Mleyuk 1,,,NO_CORREGIR,antes se proponia 'MLENDYUK 1' por trigramas; sin par confirmado ni evidencia oficial
70401,Limón,Talamanca,Bratsi,Mleyuk 2,,,NO_CORREGIR,antes se proponia 'MLENDYUK 2' por trigramas; sin par confirmado ni evidencia oficial
70403,Limón,Talamanca,Cahuita,Diirí,,,NO_CORREGIR,antes se proponia 'DINDIRI' por trigramas; sin par confirmado ni evidencia oficial
70404,Limón,Talamanca,Telire,Bajo Coén Dos,,,NO_CORREGIR,antes se proponia 'BAJO CONDEN DOS' por trigramas; sin par confirmado ni evidencia oficial
70404,Limón,Talamanca,Telire,Dyesqira,,,NO_CORREGIR,antes se proponia 'DYESQINDRA' por trigramas; sin par confirmado ni evidencia oficial
70404,Limón,Talamanca,Telire,Kivut,,,NO_CORREGIR,antes se proponia 'KINDVUT' por trigramas; sin par confirmado ni evidencia oficial
70404,Limón,Talamanca,Telire,Naqeagri,,,NO_CORREGIR,antes se proponia 'NAQENDAGRI' por trigramas; sin par confirmado ni evidencia oficial
70404,Limón,Talamanca,Telire,Ourut,,,NO_CORREGIR,antes se proponia 'ONDURUT' por trigramas; sin par confirmado ni evidencia oficial
70404,Limón,Talamanca,Telire,Shewab,,,NO_CORREGIR,antes se proponia 'SHEWNDAB' por trigramas; sin par confirmado ni evidencia oficial
70404,Limón,Talamanca,Telire,Sitio Tsaki,,,NO_CORREGIR,antes se proponia 'SITIO TSANDKI' por trigramas; sin par confirmado ni evidencia oficial
70404,Limón,Talamanca,Telire,Sukut,,,NO_CORREGIR,antes se proponia 'SUNDKUT' por trigramas; sin par confirmado ni evidencia oficial
70404,Limón,Talamanca,Telire,Tsiuri Dos,,,NO_CORREGIR,antes se proponia 'TSINDURI DOS' por trigramas; sin par confirmado ni evidencia oficial
70404,Limón,Talamanca,Telire,Xorbata,,,NO_CORREGIR,antes se proponia 'XNDORBATA' por trigramas; sin par confirmado ni evidencia oficial
70501,Limón,Matina,Matina,Helvetia,,,NO_CORREGIR,antes se proponia 'HELVETINDA' por trigramas; sin par confirmado ni evidencia oficial
70501,Limón,Matina,Matina,Xirinachs,,,NO_CORREGIR,antes se proponia 'XINDRINACHS' por trigramas; sin par confirmado ni evidencia oficial
70502,Limón,Matina,Batán,Toloksaku,,,NO_CORREGIR,antes se proponia 'TOLOKSANDKU' por trigramas; sin par confirmado ni evidencia oficial
