codigoDistrito,ign_2026_original,nombre_corregido,fuenteNombre
60115,Liavista,Lindavista,REVISION_MANUAL
60202,San Juan Grae,San Juan Grande,INEC_LOCALIDADES_2024
60206,Haciea La Moncha,Hacienda La Moncha,REVISION_MANUAL
60206,Haciea Mata de Guinea,Hacienda Mata de Guinea,REVISION_MANUAL
60206,Haciea Playa Lia,Hacienda Playa Linda,REVISION_MANUAL
60206,Haciea Salinas,Hacienda Salinas,REVISION_MANUAL
60206,Quebrada Hoa,Quebrada Honda,REVISION_MANUAL
60301,Santa Caelaria,Santa Candelaria,INEC_LOCALIDADES_2024
60301,Zona PIECO,Zona PIndECO,INEC_LOCALIDADES_2024
60302,Bajos del Río Grae,Bajos del Río Grande,INEC_LOCALIDADES_2024
60302,Río Grae,Río Grande,REVISION_MANUAL
60303,Potrero Grae,Potrero Grande,INEC_LOCALIDADES_2024
60303,Tamario,Tamarindo,REVISION_MANUAL
60303,San Arés (Las Vueltas de San Arés),San Andrés (Las Vueltas de San Arés),REVISION_MANUAL
60306,Quebrada Hoa,Quebrada Honda,REVISION_MANUAL
60308,Lia Vista,Linda Vista,INEC_LOCALIDADES_2024
60309,Llano Grae,Llano Grande,REVISION_MANUAL
60401,Lia Vista,Linda Vista,INEC_LOCALIDADES_2024
60403,Calle El Tamario,Calle El Tamarindo,REVISION_MANUAL
60501,Lia Vista,Linda Vista,INEC_LOCALIDADES_2024
60501,Liavista,Lindavista,REVISION_MANUAL
60502,Quebrada Grae,Quebrada Grande,INEC_LOCALIDADES_2024
60503,Puerto Escoido,Puerto Escondido,REVISION_MANUAL
60504,Quebrada Grae,Quebrada Grande,REVISION_MANUAL
60601,Rancho Grae,Rancho Grande,INEC_LOCALIDADES_2024
60601,Haciea Pacifica,Hacienda Pacifica,INEC_LOCALIDADES_2024
60602,San Arés,San Andrés,INEC_LOCALIDADES_2024
60602,Playa Lia,Playa Linda,INEC_LOCALIDADES_2024
60603,Lores,Londres,INEC_LOCALIDADES_2024
60603,Paso Iios,Paso Indios,INEC_LOCALIDADES_2024
60701,Puerto Escoido,Puerto Escondido,INEC_LOCALIDADES_2024
60701,San Arés,San Andrés,INEC_LOCALIDADES_2024
60701,Nueva Zelaa,Nueva Zelanda,INEC_LOCALIDADES_2024
60701,Rotoa,Rotonda,REVISION_MANUAL
60704,Quebrada Hoa,Quebrada Honda,REVISION_MANUAL
60801,Liavista,Lindavista,REVISION_MANUAL
60802,Piedra de Caela,Piedra de Candela,REVISION_MANUAL
60805,Fila Méez,Fila Méndez,INEC_LOCALIDADES_2024
60901,Baera,Bandera,INEC_LOCALIDADES_2024
60901,Los Almeros,Los Almendros,INEC_LOCALIDADES_2024
60901,Loma Lia,Loma Linda,INEC_LOCALIDADES_2024
61001,Salas Vias,Salas Vindas,INEC_LOCALIDADES_2024
61001,Bajo Iios,Bajo Indios,REVISION_MANUAL
61004,Tamario,Tamarindo,INEC_LOCALIDADES_2024
61004,Río Inceio,Río Incendio,REVISION_MANUAL
61004,María Fernaa,María Fernanda,REVISION_MANUAL
61101,Puerto Escoido,Puerto Escondido,INEC_LOCALIDADES_2024
61101,Costa Lia,Costa Linda,INEC_LOCALIDADES_2024
61101,Haciea Jaco,Hacienda Jaco,INEC_LOCALIDADES_2024
61201,Liora,Lindora,REVISION_MANUAL
61301,Río Piro (Coyua),Río Piro (Coyunda),INEC_LOCALIDADES_2024
61301,Sáalo,Sándalo,INEC_LOCALIDADES_2024
61301,Puerto Escoido,Puerto Escondido,INEC_LOCALIDADES_2024
61301,Iepeencia,Independencia,REVISION_MANUAL
70101,Almeros,Almendros,INEC_LOCALIDADES_2024
70101,Juan Pablo Seguo,Juan Pablo Segundo,REVISION_MANUAL
70102,Paora,Pandora,INEC_LOCALIDADES_2024
70102,Llano Grae,Llano Grande,INEC_LOCALIDADES_2024
70102,San Arés,San Andrés,INEC_LOCALIDADES_2024
70102,Villas Paora,Villas Pandora,INEC_LOCALIDADES_2024
70102,Paora Oeste,Pandora Oeste,REVISION_MANUAL
70103,Saoval,Sandoval,INEC_LOCALIDADES_2024
70103,Loma Lia,Loma Linda,INEC_LOCALIDADES_2024
70104,Doonia,Dondonia,REVISION_MANUAL
70201,Rancho Redoo,Rancho Redondo,INEC_LOCALIDADES_2024
70201,Almeros,Almendros,REVISION_MANUAL
70201,Valle Escoido,Valle Escondido,REVISION_MANUAL
70202,Anita Grae,Anita Grande,INEC_LOCALIDADES_2024
70203,Iio,Indio,REVISION_MANUAL
70203,Almeros,Almendros,REVISION_MANUAL
70204,Lores,Londres,INEC_LOCALIDADES_2024
70206,Puerto Lio,Puerto Lindo,INEC_LOCALIDADES_2024
70206,Lia Vista,Linda Vista,INEC_LOCALIDADES_2024
70301,Liavista,Lindavista,INEC_LOCALIDADES_2024
70301,Iiana Uno,Indiana Uno,INEC_LOCALIDADES_2024
70301,Iiana Dos,Indiana Dos,INEC_LOCALIDADES_2024
70301,Iiana Tres,Indiana Tres,INEC_LOCALIDADES_2024
70301,Escoido,Escondido,INEC_LOCALIDADES_2024
70302,Río Hoo,Río Hondo,INEC_LOCALIDADES_2024
70302,Gra View States,Grand View States,INEC_LOCALIDADES_2024
70302,Haciea Ojo de Agua,Hacienda Ojo de Agua,REVISION_MANUAL
70304,Las Vivieas,Las Viviendas,INEC_LOCALIDADES_2024
70305,Lia Vista,Linda Vista,INEC_LOCALIDADES_2024
70307,Maryla,Maryland,INEC_LOCALIDADES_2024
70401,Sa Box,Sand Box,INEC_LOCALIDADES_2024
70401,Akberie (Piedra Grae),Akberie (Piedra Grande),INEC_LOCALIDADES_2024
70401,Huberie (Rancho Grae),Huberie (Rancho Grande),REVISION_MANUAL
70402,Gaoca,Gandoca,INEC_LOCALIDADES_2024
70402,Llano Grae,Llano Grande,INEC_LOCALIDADES_2024
70403,López Tial,López Tindal,INEC_LOCALIDADES_2024
70404,Sitio Piedra Grae,Sitio Piedra Grande,REVISION_MANUAL
70501,Moonguillo,Mondonguillo,INEC_LOCALIDADES_2024
70502,Almeros,Almendros,REVISION_MANUAL
70503,San Edmuo,San Edmundo,INEC_LOCALIDADES_2024
70503,Iio,Indio,INEC_LOCALIDADES_2024
70503,Los Almeros,Los Almendros,INEC_LOCALIDADES_2024
70503,Carraí,Carrandí,REVISION_MANUAL
70602,Tierra Grae,Tierra Grande,INEC_LOCALIDADES_2024
70603,Quebrada Hoa,Quebrada Honda,INEC_LOCALIDADES_2024
70604,Irlaa,Irlanda,INEC_LOCALIDADES_2024
70605,Calia,Calinda,INEC_LOCALIDADES_2024
70605,San Edmuo,San Edmundo,REVISION_MANUAL
